20,9,Tatiana Plaskett,111,Mixing bowl,Home Supplies,Internet Banking,28,6.45,+168819622-08-11T20:42:42.567Z,United States,San Francisco,www.fakewebsite.com,20,Y,N/A
21,63,Cathy Benson,-1,Laptop,Tech Supplies,card,78,599.99,-75512670-07-04T05:25:14.318Z,null,Quito,www.dontlikeyou.com,21,N,Invalid payment method
22,87,null,108,Cutting board,Home Supplies,null,14,17.99,-16760949-11-22T14:51:02.885Z,Spain,Córdoba,www.boguswebsite.com,22,N,null
23,95,Kelly Hampton,-1,Measuring cup,Home Supplies,null,20,1.88,-103428694-04-15T14:20:09.376Z,Kuwait,null,www.whatever.com,23,Y,N/A
24,22,null,203,null,Tech Supplies,null,50,5.99,null,Canada,Vancouver,www.fakewebsite.com,24,N,null
25,-1,null,202,Keyboard,Tech Supplies,Internet Banking,2,19.89,-12957354-10-02T20:40:20.267Z,Paraguay,Asunción,www.whatever.com,25,N,Invalid payment method
26,70,Fannie Castillo,109,null,Home Supplies,null,19,0.88,null,Ecuador,Quito,www.whatever.com,26,N,System failure
27,72,Bradford Leonard,107,null,Home Supplies,card,61,1.88,+139669131-10-14T12:10:19.796Z,Ecuador,Quito,www.boguswebsite.com,27,Y,N/A
28,97,Shannon Swanson,108,Cutting board,Home Supplies,UPI,74,17.99,-32283280-07-29T02:50:25.270Z,null,Kuwait City,www.boguswebsite.com,28,Y,N/A
29,78,Ruby Simpson,101,Window cleaner,Home Supplies,card,86,6,+267407442-05-30T00:15:30.279Z,Spain,Córdoba,www.fakename.com,29,Y,N/A
30,13,Indie Sutton,208,Computer case,Tech Supplies,card,57,58.27,+33368565-10-11T20:47:51.805Z,null,San Francisco,www.boguswebsite.com,30,Y,N/A
31,7,Goldie Balfour,102,Mop,Home Supplies,card,27,12,-110117564-03-30T13:10:59.583Z,United States,San Francisco,www.whatever.com,31,Y,N/A
32,67,Kimberly Harper,-1,null,Home Supplies,card,13,12,+143032236-01-04T02:26:47.594Z,Ecuador,Quito,www.dontlikeyou.com,32,Y,N/A
33,88,null,108,Cutting board,Home Supplies,null,3,17.99,+273225482-10-25T01:51:31.729Z,null,Córdoba,www.boguswebsite.com,33,Y,null
34,30,Libby Horne,101,Window cleaner,Home Supplies,Internet Banking,88,6,-246492982-01-19T17:51:29.383Z,Canada,Vancouver,www.boguswebsite.com,null,N,Invalid billing address
35,87,Stanley Goodman,207,Speaker,Tech Supplies,null,45,25.99,+130816542-10-07T13:20:00.052Z,Spain,Córdoba,www.dontlikeyou.com,35,Y,null
36,-1,Alfredo Ramos,203,Mouse,Tech Supplies,UPI,54,5.99,null,null,Bologna,www.fakename.com,null,null,N/A
37,31,Demi MacInnes,106,Screws,Home Supplies,card,82,4.84,-24459320-03-18T10:45:36.542Z,Paraguay,Asunción,www.fakewebsite.com,37,N,Unknown
38,-1,Blanche Romero,202,Keyboard,Tech Supplies,card,47,19.89,+112098630-11-30T07:54:01.222Z,null,Bologna,www.whatever.com,38,Y,N/A
39,14,Heraclio Mathers,103,Box cutter,Home Supplies,Internet Banking,62,1.97,null,United States,null,www.boguswebsite.com,39,N,Transaction limit exceeded
40,94,Miranda Gray,-1,Mouse,Tech Supplies,Internet Banking,15,5.99,+176570864-03-19T08:46:12.338Z,Kuwait,null,www.boguswebsite.com,40,N,Invalid payment method
41,28,Guiying Ortiz,-1,null,Home Supplies,Wallet,23,17.99,+184439051-04-23T05:27:50.485Z,null,Vancouver,www.boguswebsite.com,41,N,System failure
42,70,Fannie Castillo,106,Screws,Home Supplies,UPI,2,4.84,null,Ecuador,Quito,www.boguswebsite.com,42,Y,N/A
43,98,Sean Boone,208,Computer case,Tech Supplies,Internet Banking,37,58.27,+207482221-03-07T12:45:45.386Z,Kuwait,Kuwait City,www.whatever.com,43,N,System failure
44,82,Rose Strickland,108,Cutting board,Home Supplies,Wallet,35,17.99,+198354828-02-19T03:29:27.147Z,Spain,Córdoba,www.fakename.com,44,N,System failure
45,83,Angie Barnes,104,Ladder,Home Supplies,Wallet,27,59.98,-69875965-09-19T20:03:18.959Z,Spain,null,www.whatever.com,45,Y,N/A
46,16,José Ángel Plaskett,208,Computer case,Tech Supplies,null,15,58.27,+68517004-04-01T22:27:54.555Z,Canada,Vancouver,null,46,Y,N/A
47,87,Stanley Goodman,207,Speaker,Tech Supplies,Internet Banking,81,25.99,-135635575-06-17T16:22:05.845Z,Spain,Córdoba,www.fakename.com,47,Y,N/A
48,-1,Azahar McGill,203,Mouse,Tech Supplies,Wallet,86,5.99,+165180412-07-20T16:34:20.855Z,United States,null,www.fakename.com,null,N,Invalid billing address
49,14,Heraclio Mathers,205,Printer,Tech Supplies,card,20,74,+162749189-09-05T00:36:56.887Z,United States,San Francisco,www.dontlikeyou.com,49,Y,N/A
50,36,Breana King,109,Dinner plates,Home Supplies,card,32,0.88,+47704768-12-12T21:32:09.601Z,Paraguay,Asunción,null,50,Y,N/A
51,-1,Georgie Gao,208,Computer case,Tech Supplies,UPI,74,58.27,+59338127-09-25T16:40:40.072Z,Canada,Vancouver,null,51,N,System failure
52,54,Guadalupe Thomas,107,Measuring cup,Home Supplies,Internet Banking,41,1.88,null,Italy,null,null,52,N,Unknown
53,71,null,-1,Window cleaner,Home Supplies,card,55,6,-152478052-08-20T00:51:39.260Z,null,Quito,www.boguswebsite.com,53,N,Unknown
54,32,null,205,Printer,Tech Supplies,Wallet,52,74,+112017719-09-04T02:36:44.565Z,Paraguay,Asunción,www.fakename.com,54,Y,null
55,93,Shaun Wade,109,Dinner plates,Home Supplies,UPI,5,0.88,-222690896-12-22T00:20:07.305Z,Kuwait,Kuwait City,www.fakewebsite.com,55,N,System failure
56,57,Alfredo Ramos,208,Computer case,Tech Supplies,null,1,58.27,+164108741-03-05T17:33:24.078Z,Italy,Bologna,www.dontlikeyou.com,56,Y,N/A
57,63,Cathy Benson,203,Mouse,Tech Supplies,null,3,5.99,+117605331-12-05T18:22:06.392Z,Ecuador,Quito,null,57,Y,N/A
58,66,Elaine Barnett,202,Keyboard,Tech Supplies,null,15,19.89,+58514629-08-04T01:10:12.512Z,Ecuador,Quito,www.fakename.com,58,Y,N/A
59,22,Georgie Gao,202,Keyboard,Tech Supplies,UPI,25,19.89,-93863745-07-18T19:24:36.872Z,Canada,Vancouver,www.fakewebsite.com,59,null,N/A
60,6,null,-1,Laptop,Tech Supplies,UPI,64,599.99,-110700852-09-14T22:15:40.022Z,null,San Francisco,www.fakename.com,60,null,N/A
61,38,Fredrick Garrod,111,Mixing bowl,Home Supplies,Wallet,32,6.45,-287042255-07-02T18:48:51.187Z,Paraguay,Asunción,www.fakewebsite.com,61,N,Invalid payment method
62,-1,Guadalupe Thomas,206,Monitor,Tech Supplies,null,52,249,null,null,Bologna,www.boguswebsite.com,62,Y,null
63,15,null,207,Speaker,Tech Supplies,card,18,25.99,+5395531-06-12T06:15:17.165Z,United States,San Francisco,www.boguswebsite.com,null,null,Transaction limit exceeded
64,69,Fredrick Kelly,-1,null,Tech Supplies,UPI,26,25.99,+42813348-01-17T11:02:04.456Z,Ecuador,Quito,null,64,N,null
65,45,Xiadani Fishman,110,Ice cube trays,Home Supplies,Internet Banking,6,2.44,null,Paraguay,Asunción,www.fakename.com,65,N,Invalid billing address
66,-1,Amalia Shelby,103,Box cutter,Home Supplies,card,16,1.97,+24294639-04-07T23:04:37.463Z,Canada,null,www.fakewebsite.com,66,Y,N/A
67,37,null,202,Keyboard,Tech Supplies,Internet Banking,1,19.89,null,Paraguay,Asunción,www.dontlikeyou.com,67,Y,N/A
68,31,Demi MacInnes,-1,Printer,Tech Supplies,Wallet,82,74,-78680890-09-03T03:28:58.232Z,Paraguay,Asunción,www.fakewebsite.com,68,Y,N/A
69,-1,Bart Kwok,-1,Laptop,Tech Supplies,card,48,599.99,+17244805-10-20T14:52:04.339Z,Paraguay,null,www.fakewebsite.com,69,Y,N/A
70,-1,Clarity Snelling,202,Keyboard,Tech Supplies,card,54,19.89,-93964873-11-03T10:33:15.232Z,Italy,Bologna,www.boguswebsite.com,70,Y,null
71,11,Pete Del Río,202,Keyboard,Tech Supplies,UPI,86,19.89,-99496174-05-27T12:30:24.771Z,United States,San Francisco,www.fakewebsite.com,71,Y,N/A
72,24,Blake Ingham,-1,Printer,Tech Supplies,card,39,74,+284822031-12-30T03:39:22.657Z,Canada,Vancouver,www.boguswebsite.com,72,N,Unknown
73,12,Inma Killam,102,Mop,Home Supplies,Internet Banking,53,12,null,United States,San Francisco,www.fakename.com,73,Y,null
74,44,Cathy Gilbert,111,Mixing bowl,Home Supplies,card,22,6.45,+193059289-04-25T02:17:05.583Z,null,Asunción,www.dontlikeyou.com,74,Y,N/A
75,1,Ricky Begbie,110,Ice cube trays,Home Supplies,UPI,51,2.44,-158935920-01-03T05:47:05.419Z,United States,San Francisco,www.fakename.com,75,N,Invalid payment method
76,63,Cathy Benson,-1,Ladder,Home Supplies,Wallet,1,59.98,-284661376-05-14T23:18:22.249Z,null,Quito,www.fakewebsite.com,76,N,Invalid payment method
77,16,José Ángel Plaskett,-1,Speaker,Tech Supplies,Internet Banking,39,25.99,-12626112-03-05T21:56:00.519Z,Canada,null,www.boguswebsite.com,77,N,Transaction limit exceeded
78,93,Shaun Wade,101,Window cleaner,Home Supplies,card,70,6,+157920542-12-05T01:36:06.972Z,null,Kuwait City,www.whatever.com,78,Y,N/A
79,80,Angelica Rose,103,Box cutter,Home Supplies,card,54,1.97,+176625363-02-09T23:07:33.268Z,Spain,Córdoba,www.dontlikeyou.com,79,Y,N/A
80,31,Demi MacInnes,204,Charger,Tech Supplies,Internet Banking,55,10.99,-130183843-10-26T12:42:56.348Z,Paraguay,null,www.boguswebsite.com,80,N,Unknown
81,45,Xiadani Fishman,101,Window cleaner,Home Supplies,null,56,6,-259682091-08-04T19:03:50.525Z,null,Asunción,www.fakewebsite.com,81,N,Invalid billing address
82,23,null,202,null,Tech Supplies,Internet Banking,14,19.89,-181583332-08-14T05:41:52.297Z,Canada,Vancouver,www.fakewebsite.com,82,N,System failure
83,99,Erin Dean,202,Keyboard,Tech Supplies,null,11,19.89,-176858986-01-04T15:19:25.933Z,Kuwait,Kuwait City,www.boguswebsite.com,null,Y,N/A
84,47,Jaylynn Fishman,101,Window cleaner,Home Supplies,card,81,6,-144082838-09-25T23:51:58.483Z,Italy,Bologna,null,84,Y,N/A
85,99,Erin Dean,203,Mouse,Tech Supplies,Internet Banking,65,5.99,-117392082-12-12T08:09:08.170Z,Kuwait,Kuwait City,www.boguswebsite.com,null,N,Unknown
86,8,Petrona Laird,205,Printer,Tech Supplies,Internet Banking,36,74,-104528036-01-16T12:24:24.471Z,United States,San Francisco,www.fakename.com,null,Y,N/A
87,67,Kimberly Harper,107,Measuring cup,Home Supplies,Wallet,32,1.88,null,null,Quito,www.boguswebsite.com,87,N,Invalid payment method
88,16,José Ángel Plaskett,201,Laptop,Tech Supplies,card,80,599.99,+263120666-07-19T03:59:21.816Z,null,null,www.fakewebsite.com,88,N,Invalid payment method
89,73,Albert Campbell,205,Printer,Tech Supplies,UPI,81,74,-16922612-10-16T04:19:42.753Z,null,Quito,www.fakename.com,89,null,System failure
90,85,Margaret Lewis,102,Mop,Home Supplies,UPI,40,12,-123162238-07-16T09:20:49.914Z,Spain,Córdoba,www.dontlikeyou.com,90,Y,N/A
91,63,Cathy Benson,206,null,Tech Supplies,UPI,19,249,+242720121-08-22T18:18:36.293Z,Ecuador,Quito,www.boguswebsite.com,91,Y,N/A
92,33,Bart Kwok,204,null,Tech Supplies,Wallet,24,10.99,-256287505-12-16T06:14:20.277Z,Paraguay,Asunción,www.boguswebsite.com,null,N,Transaction limit exceeded
93,17,null,102,Mop,Home Supplies,Wallet,84,12,-83174297-08-10T06:18:06.157Z,Canada,Vancouver,www.fakename.com,93,null,N/A
94,25,Jorie Stevens,106,Screws,Home Supplies,Internet Banking,53,4.84,null,Canada,Vancouver,www.dontlikeyou.com,94,N,Invalid payment method
95,-1,Stefani Feng,108,null,Home Supplies,Wallet,71,17.99,+178515276-05-22T23:11:20.921Z,null,San Francisco,www.dontlikeyou.com,95,null,N/A
96,30,Libby Horne,203,Mouse,Tech Supplies,Wallet,81,5.99,null,Canada,Vancouver,www.fakename.com,96,N,Unknown
97,25,Jorie Stevens,-1,Printer,Tech Supplies,UPI,3,74,null,Canada,null,www.dontlikeyou.com,null,N,Unknown
98,95,Kelly Hampton,208,Computer case,Tech Supplies,Internet Banking,54,58.27,+47885113-04-08T13:14:23.851Z,Kuwait,Kuwait City,null,null,Y,N/A
99,7,Goldie Balfour,201,Laptop,Tech Supplies,Wallet,90,599.99,-264159543-07-27T01:50:57.583Z,null,San Francisco,www.whatever.com,99,N,System failure
100,28,null,-1,Box cutter,Home Supplies,Wallet,80,1.97,-53043949-10-18T22:06:14.119Z,Canada,Vancouver,www.boguswebsite.com,100,Y,N/A
101,68,null,110,Ice cube trays,Home Supplies,card,81,2.44,+36999619-02-18T06:34:31.398Z,Ecuador,Quito,www.fakewebsite.com,101,Y,N/A
102,87,Stanley Goodman,203,Mouse,Tech Supplies,Internet Banking,88,5.99,-214473842-08-25T05:04:14.031Z,Spain,null,www.fakewebsite.com,102,N,Unknown
103,76,Jeremy Mcguire,206,Monitor,Tech Supplies,null,51,249,-145714299-06-04T18:24:44.484Z,Spain,Córdoba,null,103,Y,N/A
104,86,null,202,Keyboard,Tech Supplies,Wallet,69,19.89,+165074183-02-26T09:23:10.692Z,Spain,Córdoba,www.whatever.com,104,N,Invalid billing address
105,16,null,104,Ladder,Home Supplies,Internet Banking,72,59.98,+278315879-01-21T11:50:56.910Z,Canada,Vancouver,www.fakename.com,null,Y,N/A
106,75,Roger Boyd,102,Mop,Home Supplies,card,79,12,+264516953-12-11T20:44:38.205Z,null,Quito,www.whatever.com,106,Y,N/A
107,81,Henrietta Wood,201,Laptop,Tech Supplies,null,11,599.99,+118031740-02-07T22:04:37.553Z,Spain,Córdoba,www.fakewebsite.com,107,N,Invalid payment method
108,41,null,104,Ladder,Home Supplies,Wallet,14,59.98,null,null,null,www.fakewebsite.com,null,Y,N/A
109,85,Margaret Lewis,208,Computer case,Tech Supplies,UPI,68,58.27,-23477732-08-03T03:20:49.190Z,null,null,null,null,Y,null
110,69,Fredrick Kelly,206,Monitor,Tech Supplies,Internet Banking,85,249,-196785757-02-27T14:44:35.850Z,Ecuador,Quito,www.fakewebsite.com,110,N,Invalid payment method
111,36,Breana King,201,Laptop,Tech Supplies,Wallet,79,599.99,-44014314-03-26T11:25:11.991Z,Paraguay,Asunción,www.boguswebsite.com,null,null,null
112,-1,Tatiana Plaskett,108,Cutting board,Home Supplies,card,4,17.99,null,United States,San Francisco,null,112,Y,N/A
113,91,Dallas Oliver,201,Laptop,Tech Supplies,Wallet,42,599.99,null,Kuwait,null,www.whatever.com,113,null,Transaction limit exceeded
114,75,Roger Boyd,110,Ice cube trays,Home Supplies,UPI,13,2.44,+65383613-09-02T04:05:05.323Z,Ecuador,Quito,null,null,null,null
115,23,Amalia Shelby,202,null,Tech Supplies,Wallet,17,19.89,+54028590-03-13T13:23:30.619Z,Canada,Vancouver,www.boguswebsite.com,null,null,null
116,27,Shanelle Bolívar,104,Ladder,Home Supplies,UPI,31,59.98,+242598588-01-16T18:44:12.244Z,Canada,Vancouver,www.fakename.com,116,Y,N/A
117,-1,null,205,Printer,Tech Supplies,Internet Banking,22,74,+273870959-12-14T07:47:35.907Z,Ecuador,Quito,www.fakewebsite.com,117,Y,N/A
118,40,Jesenia Denzil,104,null,Home Supplies,Wallet,45,59.98,+140580698-03-30T17:19:56.915Z,Paraguay,Asunción,www.fakewebsite.com,118,null,Unknown
119,64,null,-1,null,Home Supplies,Internet Banking,60,12,-210992785-07-17T20:47:18.042Z,Ecuador,null,www.fakename.com,119,N,Invalid billing address
120,25,Jorie Stevens,108,null,Home Supplies,UPI,71,17.99,null,Canada,Vancouver,null,120,Y,N/A
121,16,José Ángel Plaskett,-1,null,Home Supplies,card,30,0.88,-63198855-01-12T18:30:54.037Z,Canada,Vancouver,www.fakename.com,121,N,Invalid billing address
122,-1,Emma Gomez,207,Speaker,Tech Supplies,Wallet,62,25.99,+40469869-07-13T04:51:58.900Z,null,Córdoba,www.fakewebsite.com,122,Y,null
123,64,Cornelius Bass,204,Charger,Tech Supplies,UPI,54,10.99,+280330812-07-07T22:51:14.691Z,Ecuador,Quito,www.fakename.com,123,N,Transaction limit exceeded
124,-1,null,206,Monitor,Tech Supplies,card,74,249,null,Paraguay,null,null,null,Y,N/A
125,77,Lucille Hansen,204,Charger,Tech Supplies,card,65,10.99,+263280428-12-11T11:14:16.916Z,Spain,Córdoba,www.boguswebsite.com,125,Y,null
126,92,Jeannie Elliott,207,null,Tech Supplies,card,70,25.99,+96551549-07-27T17:45:50.778Z,Kuwait,Kuwait City,www.boguswebsite.com,126,N,Invalid billing address
127,73,Albert Campbell,110,Ice cube trays,Home Supplies,Internet Banking,12,2.44,+215428484-03-07T06:58:16.649Z,Ecuador,Quito,www.fakename.com,127,N,Invalid billing address
128,27,Shanelle Bolívar,109,Dinner plates,Home Supplies,null,58,0.88,-39831196-10-15T23:27:45.002Z,Canada,Vancouver,null,128,null,N/A
129,16,José Ángel Plaskett,110,Ice cube trays,Home Supplies,null,13,2.44,-92052655-08-21T07:38:43.261Z,Canada,Vancouver,www.fakename.com,129,N,null
130,80,Angelica Rose,111,Mixing bowl,Home Supplies,card,48,6.45,+110254845-04-03T14:23:21.191Z,Spain,Córdoba,null,130,null,Invalid billing address
131,20,Bram Murgatroyd,106,null,Home Supplies,card,52,4.84,+117939808-12-29T22:24:41.647Z,Canada,Vancouver,www.fakewebsite.com,131,Y,null
132,58,Gordon Patrick,201,Laptop,Tech Supplies,Internet Banking,27,599.99,-142997269-01-19T02:10:55.539Z,Italy,Bologna,www.boguswebsite.com,132,N,Unknown
133,73,Albert Campbell,104,Ladder,Home Supplies,null,77,59.98,-131077909-01-20T05:39:58.497Z,Ecuador,Quito,null,133,null,Invalid payment method
134,69,Fredrick Kelly,111,Mixing bowl,Home Supplies,Internet Banking,53,6.45,+87807638-01-16T06:46:40.718Z,Ecuador,Quito,www.dontlikeyou.com,134,N,Unknown
135,-1,Finley Dick,110,Ice cube trays,Home Supplies,Wallet,53,2.44,+37913894-06-30T13:32:11.762Z,null,Asunción,www.dontlikeyou.com,135,null,Invalid payment method
136,42,Laurena Crewe,102,Mop,Home Supplies,Wallet,87,12,+1056118-06-14T00:20:58.324Z,Paraguay,Asunción,www.whatever.com,136,Y,N/A
137,14,Heraclio Mathers,102,null,Home Supplies,Wallet,5,12,-86842897-02-07T15:10:56.271Z,United States,San Francisco,www.boguswebsite.com,137,Y,N/A
138,33,Bart Kwok,104,Ladder,Home Supplies,Internet Banking,12,59.98,-194361153-12-21T02:57:24.830Z,Paraguay,Asunción,www.dontlikeyou.com,138,N,Invalid payment method
139,15,Cate Hsu,104,Ladder,Home Supplies,Internet Banking,88,59.98,+66889953-01-23T10:27:00.183Z,United States,San Francisco,www.dontlikeyou.com,139,Y,N/A
140,24,Blake Ingham,-1,null,Tech Supplies,Wallet,68,74,+208365930-08-15T14:05:31.142Z,Canada,Vancouver,www.whatever.com,140,N,System failure
141,34,Bertie Zavala,111,Mixing bowl,Home Supplies,null,32,6.45,+280802960-04-20T23:40:43.131Z,Paraguay,Asunción,www.fakewebsite.com,null,Y,N/A
142,-1,Jesenia Denzil,208,null,Tech Supplies,null,67,58.27,+89261153-05-21T00:17:55.874Z,Paraguay,Asunción,www.fakename.com,142,N,Unknown
143,62,Dianna Cross,201,Laptop,Tech Supplies,Wallet,80,599.99,+80745297-07-10T22:08:03.353Z,Ecuador,Quito,null,null,null,N/A
144,63,Cathy Benson,104,Ladder,Home Supplies,card,38,59.98,+241036904-06-05T07:28:06.613Z,Ecuador,Quito,www.whatever.com,null,Y,N/A
145,-1,null,207,null,Tech Supplies,Wallet,70,25.99,-287331495-03-06T12:21:15.324Z,Paraguay,Asunción,www.whatever.com,145,Y,N/A
146,60,Bobby Montgomery,203,Mouse,Tech Supplies,Internet Banking,60,5.99,+156419848-07-09T09:47:53.204Z,null,Bologna,www.fakename.com,146,N,Invalid billing address
147,69,Fredrick Kelly,202,Keyboard,Tech Supplies,Wallet,25,19.89,-285814745-10-16T02:39:55.337Z,Ecuador,null,www.fakewebsite.com,147,Y,N/A
148,20,Bram Murgatroyd,203,Mouse,Tech Supplies,Wallet,4,5.99,-123865554-02-21T16:31:58.363Z,Canada,null,www.fakename.com,148,Y,N/A
149,-1,null,110,null,Home Supplies,Wallet,46,2.44,-111504886-06-28T19:16:28.976Z,Spain,Córdoba,www.dontlikeyou.com,149,N,null
150,53,Juana Curry,204,null,Tech Supplies,Internet Banking,51,10.99,+260617085-07-25T12:44:42.140Z,Italy,Bologna,www.whatever.com,150,Y,N/A
151,68,Danny Palmer,102,Mop,Home Supplies,card,33,12,+57806234-12-20T16:57:24.845Z,null,Quito,www.fakename.com,null,Y,null
152,76,Jeremy Mcguire,101,Window cleaner,Home Supplies,UPI,43,6,-40804832-04-10T12:55:10.755Z,Spain,Córdoba,www.boguswebsite.com,152,N,Invalid payment method
153,59,Cory Mcdonald,111,Mixing bowl,Home Supplies,Wallet,4,6.45,null,Italy,Bologna,null,153,Y,N/A
154,56,null,106,Screws,Home Supplies,UPI,89,4.84,+253599670-06-22T00:14:06.502Z,Italy,Bologna,www.whatever.com,null,N,Invalid billing address
155,86,Enrique Henry,201,Laptop,Tech Supplies,Wallet,85,599.99,+10048408-01-02T23:34:53.768Z,Spain,Córdoba,www.dontlikeyou.com,155,N,Unknown
156,-1,null,206,Monitor,Tech Supplies,UPI,2,249,+74895351-08-11T20:33:58.534Z,null,null,www.dontlikeyou.com,156,Y,N/A
157,97,null,201,Laptop,Tech Supplies,Internet Banking,45,599.99,-183640840-11-26T18:00:22.314Z,Kuwait,Kuwait City,www.boguswebsite.com,157,Y,N/A
158,79,Eduardo Evans,208,null,Tech Supplies,card,44,58.27,+273768918-01-25T18:24:29.539Z,Spain,Córdoba,www.boguswebsite.com,158,N,Unknown
159,48,Clarity Snelling,201,null,Tech Supplies,Wallet,45,599.99,+280055942-12-05T01:33:06.956Z,null,null,www.fakename.com,null,N,null
160,15,Cate Hsu,205,Printer,Tech Supplies,Internet Banking,22,74,-71702934-04-17T07:35:31.641Z,United States,San Francisco,www.dontlikeyou.com,160,N,Transaction limit exceeded
161,32,Lorna Wolf,201,Laptop,Tech Supplies,Internet Banking,14,599.99,-106172156-03-16T01:52:31.484Z,Paraguay,Asunción,www.dontlikeyou.com,161,Y,N/A
162,41,Coty Irving,106,Screws,Home Supplies,Wallet,85,4.84,+190242887-02-19T11:43:40.682Z,null,null,www.whatever.com,162,null,N/A
163,16,José Ángel Plaskett,208,Computer case,Tech Supplies,Wallet,53,58.27,-133189410-01-03T20:58:26.558Z,Canada,Vancouver,www.dontlikeyou.com,163,Y,N/A
164,34,Bertie Zavala,102,Mop,Home Supplies,Wallet,40,12,+44160434-09-05T06:14:56.611Z,Paraguay,Asunción,www.fakewebsite.com,164,Y,N/A
165,47,Jaylynn Fishman,206,Monitor,Tech Supplies,UPI,42,249,-189732292-12-29T10:46:45.827Z,null,Bologna,www.fakewebsite.com,165,Y,N/A
166,34,Bertie Zavala,204,Charger,Tech Supplies,null,32,10.99,-272558497-01-30T21:58:34.684Z,Paraguay,Asunción,www.dontlikeyou.com,166,N,Transaction limit exceeded
167,16,José Ángel Plaskett,203,Mouse,Tech Supplies,Internet Banking,48,5.99,-101266675-04-27T12:39:38.086Z,Canada,Vancouver,www.fakewebsite.com,null,Y,N/A
168,-1,Quentin Carr,203,Mouse,Tech Supplies,UPI,90,5.99,-157821340-08-31T11:38:17.492Z,Canada,Vancouver,www.dontlikeyou.com,168,Y,N/A
169,3,null,206,Monitor,Tech Supplies,UPI,40,249,+179019816-04-15T12:24:17.446Z,United States,null,www.fakename.com,169,null,N/A
170,98,Sean Boone,-1,Monitor,Tech Supplies,UPI,42,249,+140035838-03-01T20:26:38.338Z,Kuwait,Kuwait City,www.whatever.com,170,N,System failure
171,14,Heraclio Mathers,203,Mouse,Tech Supplies,card,9,5.99,-263011023-01-28T12:29:57.909Z,United States,San Francisco,www.dontlikeyou.com,171,Y,N/A
172,7,Goldie Balfour,201,null,Tech Supplies,card,6,599.99,-62073093-04-09T01:04:44.999Z,United States,San Francisco,null,172,N,System failure
173,93,Shaun Wade,203,Mouse,Tech Supplies,Wallet,21,5.99,-278809837-10-19T04:07:56.536Z,Kuwait,Kuwait City,null,null,N,System failure
